,age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,prev_nr_contacts,prev_outcome,cons_price_idx,cons_conf_idx,nr_employed,subscribed
23706,37,admin.,married,university.degree,yes,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,yes
23707,33,technician,single,high.school,yes,no,cellular,nov,fri,2,1,failure,93.2,-42.0,5195.8,no
23708,31,technician,married,professional.course,yes,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,no
23709,41,management,married,university.degree,yes,no,telephone,may,wed,7,0,nonexistent,93.994,-36.4,5191.0,no
23711,51,entrepreneur,divorced,university.degree,no,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
23712,31,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,yes
23713,27,admin.,single,university.degree,yes,yes,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
23714,43,management,married,high.school,no,no,cellular,nov,thu,1,0,nonexistent,92.649,-30.1,5017.5,yes
23715,39,blue-collar,married,basic.9y,yes,no,cellular,nov,tue,4,1,failure,93.2,-42.0,5195.8,yes
23716,68,retired,married,basic.4y,yes,yes,cellular,may,fri,1,1,success,93.876,-40.0,5008.7,yes
23717,43,admin.,married,professional.course,no,yes,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
23718,53,admin.,married,university.degree,no,yes,cellular,jul,wed,3,0,nonexistent,93.918,-42.7,5228.1,no
23719,30,technician,married,professional.course,no,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
23720,47,management,married,university.degree,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
23721,36,admin.,single,high.school,yes,no,cellular,jun,tue,1,1,failure,92.963,-40.8,5076.2,no
23722,35,admin.,single,high.school,yes,no,telephone,jun,wed,3,0,nonexistent,94.465,-41.8,5228.1,no
23723,37,blue-collar,single,professional.course,no,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
23724,46,admin.,married,university.degree,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23725,36,technician,single,professional.course,yes,no,cellular,nov,thu,3,0,nonexistent,93.2,-42.0,5195.8,no
23726,52,blue-collar,married,basic.9y,no,no,telephone,jun,thu,3,0,nonexistent,94.465,-41.8,5228.1,no
23727,46,technician,married,basic.9y,no,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23728,48,management,married,university.degree,yes,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
23729,57,blue-collar,married,basic.4y,yes,no,telephone,may,thu,3,0,nonexistent,93.994,-36.4,5191.0,no
23730,43,admin.,married,high.school,yes,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
23731,39,technician,divorced,high.school,no,no,cellular,mar,mon,1,1,success,93.369,-34.8,5008.7,yes
23732,28,services,married,high.school,yes,no,cellular,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
23733,34,technician,married,university.degree,no,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
23734,36,admin.,married,high.school,yes,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,no
23735,29,technician,single,professional.course,yes,no,cellular,jun,wed,2,1,success,94.055,-39.8,4991.6,yes
23736,35,technician,single,professional.course,yes,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
23737,31,management,married,high.school,no,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,yes
23738,27,admin.,single,high.school,yes,no,cellular,jul,thu,1,0,nonexistent,93.918,-42.7,5228.1,no
23739,37,admin.,single,high.school,yes,no,cellular,nov,fri,2,0,nonexistent,93.2,-42.0,5195.8,no
23741,41,admin.,single,university.degree,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
23742,78,retired,married,professional.course,no,no,cellular,nov,fri,2,1,failure,92.649,-30.1,5017.5,yes
23743,25,blue-collar,single,basic.4y,yes,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
23744,35,technician,married,university.degree,no,no,cellular,apr,thu,2,0,nonexistent,93.075,-47.1,5099.1,yes
23745,32,admin.,single,university.degree,no,no,telephone,jun,thu,4,0,nonexistent,94.465,-41.8,5228.1,no
23747,44,blue-collar,single,basic.6y,yes,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
23748,55,blue-collar,married,basic.4y,yes,no,telephone,may,mon,1,0,nonexistent,93.994,-36.4,5191.0,no
23749,37,management,married,university.degree,no,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
23750,48,blue-collar,married,professional.course,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23751,43,admin.,married,university.degree,yes,no,cellular,jul,wed,13,0,nonexistent,93.918,-42.7,5228.1,no
23752,38,technician,single,professional.course,yes,no,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
23753,36,blue-collar,married,high.school,no,no,telephone,may,thu,1,0,nonexistent,93.994,-36.4,5191.0,no
23754,38,technician,married,professional.course,no,no,cellular,jul,mon,3,0,nonexistent,93.918,-42.7,5228.1,no
23755,46,blue-collar,married,basic.6y,yes,yes,cellular,aug,tue,12,0,nonexistent,93.444,-36.1,5228.1,no
23756,58,services,married,high.school,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
23757,29,blue-collar,single,basic.9y,no,no,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
23758,47,self-employed,married,basic.9y,yes,no,cellular,nov,fri,1,0,nonexistent,93.2,-42.0,5195.8,no
23759,39,admin.,married,university.degree,no,no,cellular,aug,tue,8,0,nonexistent,93.444,-36.1,5228.1,no
23760,37,technician,married,professional.course,yes,no,telephone,jul,tue,6,0,nonexistent,93.918,-42.7,5228.1,no
23761,27,entrepreneur,single,university.degree,yes,no,telephone,jul,tue,2,0,nonexistent,93.918,-42.7,5228.1,no
23762,37,blue-collar,married,professional.course,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23763,36,blue-collar,married,basic.9y,yes,no,cellular,may,fri,1,0,nonexistent,92.893,-46.2,5099.1,no
23764,35,technician,single,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,yes
23765,37,technician,married,professional.course,yes,no,telephone,may,mon,6,0,nonexistent,93.994,-36.4,5191.0,no
23766,29,admin.,single,university.degree,yes,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
23767,44,blue-collar,married,basic.4y,no,no,cellular,jul,tue,5,0,nonexistent,93.918,-42.7,5228.1,no
23768,41,blue-collar,single,basic.4y,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
23769,32,entrepreneur,married,university.degree,yes,yes,cellular,nov,wed,1,0,nonexistent,93.2,-42.0,5195.8,no
23770,38,services,divorced,high.school,yes,no,cellular,apr,tue,1,1,success,93.075,-47.1,5099.1,no
23771,46,admin.,married,university.degree,no,no,telephone,jun,mon,3,0,nonexistent,94.465,-41.8,5228.1,no
23772,26,services,single,high.school,no,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
23774,50,self-employed,married,basic.9y,yes,no,cellular,aug,thu,7,0,nonexistent,93.444,-36.1,5228.1,no
23775,37,admin.,married,high.school,yes,no,telephone,jun,fri,1,0,nonexistent,94.465,-41.8,5228.1,no
23776,27,admin.,single,university.degree,yes,yes,cellular,apr,wed,1,1,failure,93.075,-47.1,5099.1,no
23777,28,housemaid,married,high.school,no,no,cellular,jul,fri,2,0,nonexistent,93.918,-42.7,5228.1,no
23778,56,retired,married,high.school,yes,no,cellular,jul,fri,1,0,nonexistent,92.469,-33.6,5076.2,no
23779,35,admin.,married,high.school,no,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
23780,31,technician,divorced,university.degree,yes,no,cellular,aug,fri,3,0,nonexistent,93.444,-36.1,5228.1,no
23783,52,technician,married,university.degree,no,yes,telephone,may,tue,1,2,success,93.876,-40.0,5008.7,yes
23784,38,entrepreneur,married,basic.9y,yes,yes,cellular,may,fri,3,0,nonexistent,92.893,-46.2,5099.1,no
23786,48,admin.,single,high.school,no,no,cellular,jul,fri,3,0,nonexistent,93.918,-42.7,5228.1,no
23787,31,management,married,university.degree,yes,yes,cellular,aug,mon,1,0,nonexistent,93.444,-36.1,5228.1,no
23788,42,housemaid,married,high.school,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23790,39,admin.,divorced,university.degree,no,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
23792,37,admin.,married,high.school,yes,no,telephone,jun,tue,1,0,nonexistent,94.465,-41.8,5228.1,no
23793,41,technician,married,university.degree,yes,no,cellular,aug,mon,1,0,nonexistent,93.444,-36.1,5228.1,no
23794,43,admin.,married,high.school,no,yes,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
23795,32,admin.,single,university.degree,no,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
23796,34,blue-collar,married,high.school,no,no,cellular,may,thu,3,1,failure,92.893,-46.2,5099.1,no
23797,38,admin.,single,high.school,yes,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23798,41,technician,married,professional.course,yes,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
23799,37,admin.,married,high.school,yes,no,telephone,may,mon,1,0,nonexistent,93.994,-36.4,5191.0,no
23800,38,admin.,married,university.degree,no,no,cellular,aug,mon,4,0,nonexistent,93.444,-36.1,5228.1,no
23801,48,admin.,married,university.degree,yes,no,cellular,aug,tue,2,0,nonexistent,93.444,-36.1,5228.1,no
23802,47,unemployed,married,professional.course,yes,yes,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
23803,42,technician,married,professional.course,yes,no,telephone,may,wed,3,0,nonexistent,93.994,-36.4,5191.0,no
23804,34,entrepreneur,married,basic.9y,yes,no,cellular,aug,wed,10,0,nonexistent,93.444,-36.1,5228.1,no
23805,35,services,married,high.school,no,no,cellular,apr,mon,2,0,nonexistent,93.075,-47.1,5099.1,no
23806,26,services,single,basic.9y,yes,no,cellular,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
23807,34,entrepreneur,married,professional.course,no,no,telephone,aug,tue,1,0,nonexistent,94.027,-38.3,4991.6,no
23808,32,technician,single,professional.course,yes,no,cellular,jul,wed,2,0,nonexistent,93.918,-42.7,5228.1,no
23811,29,technician,single,high.school,yes,no,cellular,aug,fri,3,0,nonexistent,93.444,-36.1,5228.1,no
23812,36,services,married,high.school,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23813,42,technician,married,university.degree,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
23814,31,student,single,university.degree,yes,yes,cellular,jul,fri,2,0,nonexistent,94.215,-40.3,4991.6,yes
23815,32,technician,single,university.degree,yes,no,telephone,nov,thu,1,1,failure,93.2,-42.0,5195.8,no
23816,54,services,married,high.school,yes,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
23817,38,admin.,married,university.degree,yes,no,cellular,aug,fri,1,0,nonexistent,93.444,-36.1,5228.1,no
23818,32,admin.,married,high.school,yes,no,telephone,jun,wed,1,0,nonexistent,94.465,-41.8,5228.1,no
23819,57,retired,married,university.degree,yes,no,cellular,apr,thu,1,1,success,93.075,-47.1,5099.1,no
23820,52,services,divorced,high.school,yes,no,telephone,jun,thu,1,0,nonexistent,94.465,-41.8,5228.1,no
23821,38,admin.,married,high.school,yes,no,cellular,jul,mon,2,0,nonexistent,93.918,-42.7,5228.1,no
23822,41,housemaid,divorced,basic.9y,no,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
23823,61,technician,married,professional.course,no,no,cellular,oct,thu,2,0,nonexistent,92.431,-26.9,5017.5,no
23824,36,technician,single,university.degree,no,no,telephone,may,fri,4,0,nonexistent,93.994,-36.4,5191.0,no
23825,40,blue-collar,married,basic.9y,yes,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,no
23826,27,admin.,single,university.degree,no,no,cellular,may,mon,1,1,success,92.893,-46.2,5099.1,no
23827,36,technician,married,professional.course,no,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
23829,43,blue-collar,married,basic.9y,no,no,cellular,may,tue,1,1,success,92.893,-46.2,5099.1,no
23830,37,admin.,married,high.school,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23831,38,blue-collar,married,basic.4y,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23832,38,self-employed,single,university.degree,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
23833,50,technician,married,professional.course,no,yes,telephone,jun,fri,1,0,nonexistent,94.465,-41.8,5228.1,no
23834,41,services,divorced,high.school,yes,no,cellular,may,mon,1,0,nonexistent,92.893,-46.2,5099.1,no
23836,27,technician,single,university.degree,yes,no,cellular,mar,thu,4,1,failure,93.369,-34.8,5008.7,no
23837,47,housemaid,married,high.school,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
23838,36,blue-collar,single,basic.6y,yes,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
23839,43,admin.,single,university.degree,yes,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
23840,32,blue-collar,married,basic.4y,yes,no,telephone,may,fri,4,0,nonexistent,92.893,-46.2,5099.1,no
23841,52,housemaid,married,basic.6y,yes,no,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
23842,44,admin.,married,high.school,no,no,cellular,jul,mon,2,0,nonexistent,93.918,-42.7,5228.1,no
23843,57,technician,single,professional.course,yes,no,telephone,jun,thu,2,0,nonexistent,94.465,-41.8,5228.1,no
23844,48,services,single,high.school,yes,no,cellular,apr,fri,2,1,failure,93.075,-47.1,5099.1,no
23845,31,technician,single,professional.course,yes,no,cellular,apr,mon,1,1,failure,93.075,-47.1,5099.1,no
23846,36,admin.,married,high.school,yes,no,cellular,aug,fri,11,0,nonexistent,93.444,-36.1,5228.1,no
23847,23,blue-collar,single,basic.4y,yes,no,cellular,may,fri,8,0,nonexistent,92.893,-46.2,5099.1,no
23848,36,blue-collar,divorced,high.school,no,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
23849,46,retired,married,basic.9y,yes,no,cellular,aug,wed,3,0,nonexistent,93.444,-36.1,5228.1,no
23850,33,services,single,basic.9y,no,yes,telephone,may,fri,9,0,nonexistent,93.994,-36.4,5191.0,no
23851,36,admin.,married,high.school,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23852,38,admin.,married,high.school,yes,no,cellular,may,fri,4,0,nonexistent,92.893,-46.2,5099.1,no
23853,29,blue-collar,married,basic.9y,no,no,cellular,may,wed,1,0,nonexistent,92.893,-46.2,5099.1,yes
23854,28,admin.,single,university.degree,no,no,cellular,jul,thu,2,0,nonexistent,93.918,-42.7,5228.1,yes
23855,58,retired,married,university.degree,yes,no,cellular,mar,mon,2,1,failure,93.369,-34.8,5008.7,no
23856,47,management,married,university.degree,yes,no,telephone,jun,wed,1,0,nonexistent,94.465,-41.8,5228.1,no
23857,33,technician,married,university.degree,yes,no,telephone,sep,wed,1,1,failure,94.199,-37.5,4963.6,no
23858,23,technician,single,university.degree,yes,no,cellular,aug,mon,1,0,nonexistent,92.201,-31.4,5076.2,no
23859,31,self-employed,married,basic.4y,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
23860,48,admin.,single,high.school,no,no,cellular,apr,mon,2,0,nonexistent,93.075,-47.1,5099.1,no
23861,29,admin.,single,high.school,yes,no,cellular,nov,thu,2,1,failure,93.2,-42.0,5195.8,no
23862,36,management,married,university.degree,no,no,cellular,nov,mon,1,0,nonexistent,93.2,-42.0,5195.8,no
23863,47,self-employed,married,basic.9y,yes,no,cellular,nov,fri,1,1,failure,93.2,-42.0,5195.8,no
23864,50,blue-collar,married,basic.9y,yes,no,telephone,jul,fri,9,0,nonexistent,93.918,-42.7,5228.1,no
23865,28,blue-collar,married,basic.6y,no,no,telephone,jun,wed,5,0,nonexistent,94.465,-41.8,5228.1,yes
23866,30,blue-collar,single,basic.6y,yes,no,cellular,may,thu,1,0,nonexistent,92.893,-46.2,5099.1,yes
23867,30,blue-collar,married,high.school,no,no,telephone,jun,wed,1,0,nonexistent,94.465,-41.8,5228.1,no
23868,35,admin.,married,high.school,yes,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23869,32,blue-collar,married,basic.9y,no,no,telephone,jun,mon,1,0,nonexistent,94.465,-41.8,5228.1,no
23870,45,self-employed,married,basic.4y,no,no,cellular,aug,thu,2,0,nonexistent,93.444,-36.1,5228.1,no
23871,44,services,married,high.school,yes,yes,cellular,may,mon,1,1,failure,92.893,-46.2,5099.1,yes
23872,23,admin.,single,university.degree,yes,no,cellular,apr,wed,1,0,nonexistent,93.075,-47.1,5099.1,yes
23874,45,blue-collar,divorced,basic.9y,yes,no,telephone,may,wed,3,0,nonexistent,93.994,-36.4,5191.0,no
23875,33,technician,single,university.degree,no,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23876,58,technician,married,professional.course,no,no,cellular,nov,thu,2,0,nonexistent,93.2,-42.0,5195.8,no
23877,24,technician,married,professional.course,no,no,cellular,jul,fri,4,1,success,94.215,-40.3,4991.6,yes
23878,29,services,single,university.degree,no,no,telephone,may,fri,5,0,nonexistent,93.994,-36.4,5191.0,no
23879,31,admin.,married,university.degree,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
23880,37,services,single,professional.course,yes,no,cellular,may,fri,2,0,nonexistent,92.893,-46.2,5099.1,no
23881,33,blue-collar,divorced,basic.9y,yes,yes,cellular,may,fri,3,0,nonexistent,92.893,-46.2,5099.1,no
23882,32,admin.,single,university.degree,no,no,cellular,oct,wed,1,0,nonexistent,92.431,-26.9,5017.5,yes
23883,43,admin.,single,high.school,yes,no,telephone,jul,tue,1,0,nonexistent,93.918,-42.7,5228.1,no
23884,58,admin.,divorced,university.degree,yes,no,telephone,may,wed,1,0,nonexistent,93.994,-36.4,5191.0,no
23885,33,technician,single,university.degree,no,no,telephone,nov,mon,5,1,failure,93.2,-42.0,5195.8,no
23886,31,services,single,high.school,no,no,telephone,may,fri,3,0,nonexistent,93.994,-36.4,5191.0,no
23887,34,admin.,single,university.degree,yes,yes,cellular,may,fri,3,0,nonexistent,92.893,-46.2,5099.1,no
23888,56,blue-collar,married,basic.4y,no,no,cellular,apr,fri,1,0,nonexistent,93.075,-47.1,5099.1,no
23889,43,technician,married,basic.4y,yes,no,telephone,may,tue,7,1,failure,92.893,-46.2,5099.1,no
23890,24,student,single,high.school,yes,yes,cellular,aug,fri,1,1,failure,92.201,-31.4,5076.2,no
23891,30,blue-collar,married,basic.9y,no,no,cellular,nov,thu,1,0,nonexistent,93.2,-42.0,5195.8,yes
23892,44,admin.,married,high.school,yes,no,cellular,jul,mon,1,0,nonexistent,93.918,-42.7,5228.1,no
23893,50,blue-collar,single,basic.4y,no,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
23894,28,admin.,single,basic.9y,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
23895,32,technician,single,professional.course,yes,no,cellular,jul,tue,6,0,nonexistent,93.918,-42.7,5228.1,no
23896,46,housemaid,married,basic.4y,no,no,telephone,may,tue,3,0,nonexistent,93.994,-36.4,5191.0,no
23898,30,admin.,married,basic.9y,yes,no,cellular,jun,thu,2,1,failure,92.963,-40.8,5076.2,no
23899,39,services,divorced,high.school,yes,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23900,32,technician,single,university.degree,no,no,cellular,aug,tue,1,0,nonexistent,93.444,-36.1,5228.1,no
23901,48,admin.,divorced,high.school,no,no,telephone,may,tue,2,0,nonexistent,93.994,-36.4,5191.0,no
23902,34,technician,single,university.degree,yes,no,cellular,aug,wed,1,0,nonexistent,93.444,-36.1,5228.1,no
23903,56,services,married,high.school,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23905,27,admin.,single,university.degree,yes,no,cellular,aug,thu,2,0,nonexistent,92.201,-31.4,5076.2,no
23906,69,retired,married,university.degree,yes,no,cellular,apr,thu,1,0,nonexistent,93.075,-47.1,5099.1,yes
23907,30,blue-collar,single,basic.6y,yes,no,telephone,jun,fri,2,0,nonexistent,94.465,-41.8,5228.1,no
23908,28,services,married,high.school,no,no,cellular,apr,fri,3,0,nonexistent,93.075,-47.1,5099.1,no
23909,35,admin.,married,university.degree,no,no,cellular,oct,wed,1,2,success,94.601,-49.5,4963.6,yes
23910,33,technician,single,university.degree,yes,no,cellular,sep,thu,1,0,nonexistent,94.199,-37.5,4963.6,yes
23911,53,services,divorced,high.school,yes,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23912,51,housemaid,married,basic.9y,yes,no,cellular,jul,tue,2,0,nonexistent,93.918,-42.7,5228.1,no
23913,27,admin.,single,high.school,yes,no,cellular,jul,tue,2,0,nonexistent,93.918,-42.7,5228.1,no
23914,56,entrepreneur,married,university.degree,no,no,cellular,apr,thu,1,1,failure,93.075,-47.1,5099.1,no
23915,48,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23916,29,blue-collar,married,high.school,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23917,34,services,married,high.school,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23918,53,self-employed,married,basic.4y,no,no,telephone,may,tue,1,0,nonexistent,93.994,-36.4,5191.0,no
23919,78,retired,married,basic.4y,yes,yes,cellular,apr,tue,1,0,nonexistent,93.075,-47.1,5099.1,no
23921,35,blue-collar,married,basic.4y,no,no,cellular,nov,tue,2,0,nonexistent,93.2,-42.0,5195.8,no
23922,44,technician,married,high.school,yes,yes,telephone,jun,wed,3,0,nonexistent,94.465,-41.8,5228.1,no
23923,34,unemployed,married,high.school,no,no,cellular,jul,fri,1,0,nonexistent,93.918,-42.7,5228.1,no
23924,51,blue-collar,married,basic.9y,yes,no,cellular,apr,fri,1,1,failure,93.075,-47.1,5099.1,no
23925,45,entrepreneur,married,basic.4y,no,no,telephone,may,mon,2,0,nonexistent,93.994,-36.4,5191.0,no
23926,41,management,married,university.degree,no,no,telephone,jun,tue,6,0,nonexistent,94.465,-41.8,5228.1,no
23927,53,blue-collar,married,basic.6y,yes,no,telephone,jun,thu,2,0,nonexistent,94.465,-41.8,5228.1,no
23928,44,blue-collar,married,basic.6y,no,yes,cellular,aug,tue,5,0,nonexistent,93.444,-36.1,5228.1,no
23929,45,admin.,married,university.degree,yes,yes,cellular,may,fri,1,0,nonexistent,92.893,-46.2,5099.1,no
23930,36,housemaid,divorced,basic.9y,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23931,33,technician,single,university.degree,no,no,cellular,may,mon,4,0,nonexistent,92.893,-46.2,5099.1,no
23932,42,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,2,0,nonexistent,94.465,-41.8,5228.1,no
23933,43,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,6,0,nonexistent,94.465,-41.8,5228.1,no
23934,33,technician,divorced,high.school,no,no,cellular,may,tue,1,1,failure,92.893,-46.2,5099.1,no
23935,37,technician,married,professional.course,no,no,cellular,nov,tue,1,0,nonexistent,93.2,-42.0,5195.8,no
23936,39,admin.,married,university.degree,yes,no,cellular,aug,wed,4,0,nonexistent,93.444,-36.1,5228.1,yes
23937,29,entrepreneur,married,basic.4y,yes,no,telephone,may,mon,3,0,nonexistent,92.893,-46.2,5099.1,no
23938,44,admin.,married,basic.6y,no,no,cellular,jul,wed,3,0,nonexistent,93.918,-42.7,5228.1,no
23939,60,entrepreneur,married,basic.4y,no,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
23940,40,management,married,university.degree,no,no,telephone,jun,fri,1,0,nonexistent,94.465,-41.8,5228.1,no
23941,37,technician,married,university.degree,no,no,telephone,may,wed,2,0,nonexistent,93.994,-36.4,5191.0,no
23942,36,unemployed,married,university.degree,yes,no,cellular,jun,mon,1,1,failure,92.963,-40.8,5076.2,no
23943,34,technician,single,university.degree,yes,no,cellular,jul,mon,3,0,nonexistent,94.215,-40.3,4991.6,yes
23944,37,blue-collar,married,basic.9y,no,no,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
23945,37,housemaid,married,university.degree,no,no,cellular,oct,thu,1,2,success,94.601,-49.5,4963.6,yes
23946,30,technician,single,professional.course,no,no,telephone,may,tue,4,0,nonexistent,92.893,-46.2,5099.1,no
23947,26,services,married,high.school,no,yes,telephone,jun,wed,11,0,nonexistent,94.465,-41.8,5228.1,no
23948,31,admin.,single,high.school,no,no,cellular,nov,fri,1,0,nonexistent,93.2,-42.0,5195.8,no
23950,36,admin.,single,high.school,yes,no,cellular,may,tue,1,0,nonexistent,92.893,-46.2,5099.1,no
23951,41,admin.,divorced,university.degree,yes,no,telephone,nov,mon,2,0,nonexistent,93.2,-42.0,5195.8,no
23952,42,admin.,divorced,university.degree,no,no,telephone,may,fri,1,0,nonexistent,93.994,-36.4,5191.0,no
23953,42,blue-collar,married,basic.6y,yes,yes,cellular,mar,tue,1,3,failure,93.369,-34.8,5008.7,yes
23955,43,admin.,married,university.degree,no,no,telephone,may,fri,3,0,nonexistent,93.994,-36.4,5191.0,no
23956,39,admin.,single,professional.course,yes,no,cellular,may,mon,1,1,failure,92.893,-46.2,5099.1,no
23957,29,services,single,high.school,yes,yes,telephone,jun,mon,2,0,nonexistent,94.465,-41.8,5228.1,no
23958,41,admin.,married,high.school,yes,no,telephone,jun,fri,2,0,nonexistent,94.465,-41.8,5228.1,no
23959,32,services,married,basic.6y,yes,yes,telephone,jul,tue,1,0,nonexistent,94.215,-40.3,4991.6,no
23960,35,entrepreneur,married,university.degree,no,no,telephone,jun,fri,1,0,nonexistent,94.465,-41.8,5228.1,no
23961,27,blue-collar,married,basic.6y,yes,no,telephone,jun,thu,2,0,nonexistent,94.465,-41.8,5228.1,no
23962,51,services,divorced,basic.6y,no,yes,cellular,may,thu,1,1,failure,92.893,-46.2,5099.1,no
23963,42,self-employed,married,university.degree,yes,no,telephone,jun,fri,3,0,nonexistent,94.465,-41.8,5228.1,no
23964,44,blue-collar,married,basic.9y,no,no,telephone,may,thu,2,0,nonexistent,93.994,-36.4,5191.0,no
23965,40,admin.,married,university.degree,no,no,telephone,jun,fri,5,0,nonexistent,94.465,-41.8,5228.1,no
23966,30,services,married,professional.course,yes,no,cellular,nov,wed,3,1,failure,93.2,-42.0,5195.8,no
23968,57,blue-collar,married,basic.4y,no,no,cellular,aug,fri,3,0,nonexistent,93.444,-36.1,5228.1,no
23969,57,retired,married,basic.4y,yes,no,cellular,aug,thu,1,0,nonexistent,93.444,-36.1,5228.1,no
23970,48,services,married,basic.9y,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
23971,46,admin.,married,high.school,no,no,cellular,may,fri,2,1,failure,92.893,-46.2,5099.1,no
23972,55,admin.,divorced,high.school,yes,no,cellular,jul,wed,1,0,nonexistent,93.918,-42.7,5228.1,no
23973,33,technician,single,professional.course,no,no,cellular,aug,mon,2,0,nonexistent,93.444,-36.1,5228.1,no
